brand,product_name,price,discount,link,similarity_score
METRONAUT By Flipkart,Solid Men Polo Neck Navy Blue T-Shirt,379,76,https://www.flipkart.com/metronaut-solid-men-polo-neck-navy-blue-t-shirt/p/itm124fed67c8282?pid=TSHGEGEYWCBCHCVF&lid=LSTTSHGEGEYWCBCHCVFYSIKJR&marketplace=FLIPKART&store=clo%2Fash&srno=b_19_753&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=fc2a5336-4ef7-4d9b-8dc7-08f4eedef7f3.TSHGEGEYWCBCHCVF.SEARCH&ppt=None&ppn=None&ssid=caciq8zd340000001684583413847,0.12536693798731732
AUSK,"Men Color Block Polo Neck Black, White, Red T-Shirt",329,78,https://www.flipkart.com/ausk-color-block-men-polo-neck-black-white-red-t-shirt/p/itmb672028b6b33a?pid=TSHGHZDMFCDXCZFG&lid=LSTTSHGHZDMFCDXCZFGBL25NG&marketplace=FLIPKART&store=clo%2Fash&srno=b_19_757&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=en_npX8VMhhGwTB2xTIYh3e3ux0yBbBBIsB2yZZfMs7XQCinnB9U8XDmMQVArATm1RxpAylPF7fc3YfHqutCHL9ig%3D%3D&ppt=None&ppn=None&ssid=caciq8zd340000001684583413847,0.2521387069452626
Louis Philippe Sport,Men Slim Fit Printed Casual Shirt,"1,238",41,https://www.flipkart.com/louis-philippe-sport-men-printed-casual-blue-shirt/p/itmb5b5f0acbf5ca?pid=SHTG5ZEBXDGGKMEU&lid=LSTSHTG5ZEBXDGGKMEUONTJMX&marketplace=FLIPKART&store=clo%2Fash&srno=b_20_765&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=0c0e6989-55af-42e9-8678-b073de12f2a1.SHTG5ZEBXDGGKMEU.SEARCH&ppt=None&ppn=None&ssid=nvu62e14ps0000001684583429530,0.1362763414390864
TRIPR,Men Regular Fit Printed Casual Shirt,249,87,https://www.flipkart.com/tripr-men-printed-casual-black-shirt/p/itmf204ff23cb043?pid=SHTGFA72XWJ4NTKP&lid=LSTSHTGFA72XWJ4NTKPYXD8R0&marketplace=FLIPKART&store=clo%2Fash&srno=b_20_769&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=0c0e6989-55af-42e9-8678-b073de12f2a1.SHTGFA72XWJ4NTKP.SEARCH&ppt=None&ppn=None&ssid=nvu62e14ps0000001684583429530,0.1362763414390864
Diwazzo,Men Color Block Round Neck Blue T-Shirt,283,71,https://www.flipkart.com/diwazzo-color-block-men-round-neck-blue-t-shirt/p/itmf7gngksebzxhk?pid=TSHGJKS3CTR5ZEGU&lid=LSTTSHGJKS3CTR5ZEGUKN8Z0G&marketplace=FLIPKART&store=clo%2Fash&srno=b_20_773&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=0c0e6989-55af-42e9-8678-b073de12f2a1.TSHGJKS3CTR5ZEGU.SEARCH&ppt=None&ppn=None&ssid=nvu62e14ps0000001684583429530,0.12536693798731732
AUSK,"Men Solid Mandarin Collar Light Blue, White T-Shirt",279,81,https://www.flipkart.com/ausk-solid-men-mandarin-collar-light-blue-white-t-shirt/p/itme63f47bee4513?pid=TSHGHRYFGCFQEXX6&lid=LSTTSHGHRYFGCFQEXX6ASYAIX&marketplace=FLIPKART&store=clo%2Fash&srno=b_20_793&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=0c0e6989-55af-42e9-8678-b073de12f2a1.TSHGHRYFGCFQEXX6.SEARCH&ppt=None&ppn=None&ssid=nvu62e14ps0000001684583429530,0.11671773546032795
JUGULAR,Men Striped Round Neck Yellow T-Shirt,289,67,https://www.flipkart.com/jugular-striped-men-round-neck-yellow-t-shirt/p/itm1a535f65af5b2?pid=TSHGFF84V2MBYV6H&lid=LSTTSHGFF84V2MBYV6HMLEHFQ&marketplace=FLIPKART&store=clo%2Fash&srno=b_21_805&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=c6d68a63-aa19-4c81-9983-446a15db3304.TSHGFF84V2MBYV6H.SEARCH&ppt=None&ppn=None&ssid=by0ukpxlm80000001684583441421,0.1362763414390864
EyeBogler,"T410 Men Printed Hooded Neck Black, Grey T-Shirt",299,76,https://www.flipkart.com/eyebogler-printed-men-hooded-neck-black-grey-t-shirt/p/itmf5324dd1db76c?pid=TSHG5ZRJFCWREHDE&lid=LSTTSHG5ZRJFCWREHDEI7THUH&marketplace=FLIPKART&store=clo%2Fash&srno=b_21_809&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=c6d68a63-aa19-4c81-9983-446a15db3304.TSHG5ZRJFCWREHDE.SEARCH&ppt=None&ppn=None&ssid=by0ukpxlm80000001684583441421,0.26951761324603224
Adrenex,Men Printed Polo Neck Blue T-Shirt,279,80,https://www.flipkart.com/adrenex-printed-men-polo-neck-blue-t-shirt/p/itm0ecdccb19ce11?pid=TSHFZZV7GN8KEPP2&lid=LSTTSHFZZV7GN8KEPP2HZGWZB&marketplace=FLIPKART&store=clo%2Fash&srno=b_21_825&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=c6d68a63-aa19-4c81-9983-446a15db3304.TSHFZZV7GN8KEPP2.SEARCH&ppt=None&ppn=None&ssid=by0ukpxlm80000001684583441421,0.1362763414390864
U.S. POLO ASSN.,Men Solid Polo Neck Grey T-Shirt,719,60,https://www.flipkart.com/u-s-polo-assn-solid-men-neck-grey-t-shirt/p/itm3b341969be367?pid=TSHGGCZHVZEP7GVC&lid=LSTTSHGGCZHVZEP7GVCBLDCTL&marketplace=FLIPKART&store=clo%2Fash&srno=b_21_833&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=c6d68a63-aa19-4c81-9983-446a15db3304.TSHGGCZHVZEP7GVC.SEARCH&ppt=None&ppn=None&ssid=by0ukpxlm80000001684583441421,0.1362763414390864
SDK,Men Self Design High Neck White T-Shirt,499,61,https://www.flipkart.com/sdk-self-design-men-high-neck-white-t-shirt/p/itm2020614a22bc4?pid=TSHGAJ6ZSYPVQPXD&lid=LSTTSHGAJ6ZSYPVQPXDSEVS2B&marketplace=FLIPKART&store=clo%2Fash&srno=b_21_837&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=en_AlBVikgxnoqlA%2BeIdH69L5UBO3Wa%2F04OSpQblrtLKpX%2FgPLFokPGLyvV5GQES6M77zbCxv7%2BZbazZJ8k6poe0g%3D%3D&ppt=None&ppn=None&ssid=by0ukpxlm80000001684583441421,0.12536693798731732
HIGHLANDER,Men Slim Fit Striped Cut Away Collar Casual Shirt,539,60,https://www.flipkart.com/highlander-men-striped-casual-blue-shirt/p/itmb742489f34486?pid=SHTFNA6JWGRXJZEP&lid=LSTSHTFNA6JWGRXJZEP2M3KLJ&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_865&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=25a41554-c3ff-48b6-a05c-425744571342.SHTFNA6JWGRXJZEP.SEARCH&ppt=None&ppn=None&ssid=wu8id0ey5s0000001684583455087,0.10964258683453854
Austin Wood,Men Striped Polo Neck Multicolor T-Shirt,419,72,https://www.flipkart.com/austin-wood-striped-men-polo-neck-multicolor-t-shirt/p/itm8eb3f4dcfc613?pid=TSHFZNZPWHDUF57M&lid=LSTTSHFZNZPWHDUF57MCZATFE&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_869&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=25a41554-c3ff-48b6-a05c-425744571342.TSHFZNZPWHDUF57M.SEARCH&ppt=None&ppn=None&ssid=wu8id0ey5s0000001684583455087,0.1362763414390864
3BROS,Men Striped Polo Neck Orange T-Shirt,319,68,https://www.flipkart.com/3bros-striped-men-polo-neck-orange-t-shirt/p/itmd6d9254e0a3b5?pid=TSHGBP4DQUEHAMFK&lid=LSTTSHGBP4DQUEHAMFKLRRA3C&marketplace=FLIPKART&store=clo%2Fash&srno=b_22_873&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=25a41554-c3ff-48b6-a05c-425744571342.TSHGBP4DQUEHAMFK.SEARCH&ppt=None&ppn=None&ssid=wu8id0ey5s0000001684583455087,0.1362763414390864
U.S. POLO ASSN.,Men Solid Henley Neck Black T-Shirt,419,65,https://www.flipkart.com/u-s-polo-assn-solid-men-henley-neck-black-t-shirt/p/itmf51fa56923018?pid=TSHG5KYXTEUKEWJH&lid=LSTTSHG5KYXTEUKEWJHGBC173&marketplace=FLIPKART&store=clo%2Fash&srno=b_23_889&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=be960010-5944-4277-a671-f812e306978e.TSHG5KYXTEUKEWJH.SEARCH&ppt=None&ppn=None&ssid=qyl3kj8wyo0000001684583467543,0.31878402175377923
EyeBogler,Men Color Block Hooded Neck Red T-Shirt,239,81,https://www.flipkart.com/eyebogler-color-block-men-hooded-neck-red-t-shirt/p/itm5b837b35126fa?pid=TSHGFEGCHTREHVBZ&lid=LSTTSHGFEGCHTREHVBZRAY56M&marketplace=FLIPKART&store=clo%2Fash&srno=b_23_905&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=be960010-5944-4277-a671-f812e306978e.TSHGFEGCHTREHVBZ.SEARCH&ppt=None&ppn=None&ssid=qyl3kj8wyo0000001684583467543,0.12536693798731732
LEWEL,"Men Checkered Hooded Neck Black, Grey T-Shirt",499,75,https://www.flipkart.com/lewel-checkered-men-hooded-neck-black-grey-t-shirt/p/itm5de677eeddfa6?pid=TSHGK5JPYJBG3ZSZ&lid=LSTTSHGK5JPYJBG3ZSZRS5MXV&marketplace=FLIPKART&store=clo%2Fash&srno=b_23_913&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=be960010-5944-4277-a671-f812e306978e.TSHGK5JPYJBG3ZSZ.SEARCH&ppt=None&ppn=None&ssid=qyl3kj8wyo0000001684583467543,0.2910691023819054
Roadster,Men Solid Round Neck Green T-Shirt,462,66,https://www.flipkart.com/roadster-solid-men-round-neck-green-t-shirt/p/itm9d50a4628fcc7?pid=TSHGG68HMQGRNVJ6&lid=LSTTSHGG68HMQGRNVJ6TVCHSX&marketplace=FLIPKART&store=clo%2Fash&srno=b_24_929&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=3c7efbe7-2586-4bb3-9839-2a0fa0311414.TSHGG68HMQGRNVJ6.SEARCH&ppt=None&ppn=None&ssid=bx1p503wao0000001684583481590,0.1362763414390864
U.S. POLO ASSN.,Men Solid Polo Neck Multicolor T-Shirt,"1,007",44,https://www.flipkart.com/u-s-polo-assn-solid-men-neck-multicolor-t-shirt/p/itm625073a334041?pid=TSHGGCZFKEZHJEXS&lid=LSTTSHGGCZFKEZHJEXSOVCLXT&marketplace=FLIPKART&store=clo%2Fash&srno=b_24_933&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=3c7efbe7-2586-4bb3-9839-2a0fa0311414.TSHGGCZFKEZHJEXS.SEARCH&ppt=None&ppn=None&ssid=bx1p503wao0000001684583481590,0.1362763414390864
FILA,Men Color Block Round Neck Red T-Shirt,299,70,https://www.flipkart.com/fila-color-block-men-round-neck-red-t-shirt/p/itme11ef76e00b14?pid=TSHG5JT2KBCGHN6U&lid=LSTTSHG5JT2KBCGHN6USRIEGD&marketplace=FLIPKART&store=clo%2Fash&srno=b_24_945&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=3c7efbe7-2586-4bb3-9839-2a0fa0311414.TSHG5JT2KBCGHN6U.SEARCH&ppt=None&ppn=None&ssid=bx1p503wao0000001684583481590,0.12536693798731732
NIKE,Dri-FIT Men Printed Round Neck Blue T-Shirt,877,45,https://www.flipkart.com/nike-printed-men-round-neck-blue-t-shirt/p/itmc1a7d3424e1fb?pid=TSHGBTHHAXVH8EKM&lid=LSTTSHGBTHHAXVH8EKMPCAEPV&marketplace=FLIPKART&store=clo%2Fash&srno=b_24_949&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=3c7efbe7-2586-4bb3-9839-2a0fa0311414.TSHGBTHHAXVH8EKM.SEARCH&ppt=None&ppn=None&ssid=bx1p503wao0000001684583481590,0.12536693798731732
EyeBogler,Men's Full Sleeves Henley Neck Solid Pattern T-Shirt Me...,269,79,https://www.flipkart.com/eyebogler-solid-men-mandarin-collar-green-white-t-shirt/p/itmb637906ba752f?pid=TSHGA5G8537PHUWX&lid=LSTTSHGA5G8537PHUWXVMPGBO&marketplace=FLIPKART&store=clo%2Fash&srno=b_24_953&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=3c7efbe7-2586-4bb3-9839-2a0fa0311414.TSHGA5G8537PHUWX.SEARCH&ppt=None&ppn=None&ssid=bx1p503wao0000001684583481590,0.0
VeBNoR,"Pack of 2 Men Striped Black, Grey Track Pants",399,82,https://www.flipkart.com/vebnor-striped-men-black-grey-track-pants/p/itmed14338faf633?pid=TKPGMU7HSFYXCMM7&lid=LSTTKPGMU7HSFYXCMM7A9MYZU&marketplace=FLIPKART&store=clo%2Fvua&srno=b_1_1&otracker=browse&fm=organic&iid=en_7IfJzIbItxOBdGPt163j3U1lc37%2BOYiyIsXrr%2FmAg0cDmQZvJvuKoAfxpSOMLdFe1bUMDZhlM50qVDkdAAykxA%3D%3D&ppt=None&ppn=None&ssid=5uzfhf9pio0000001684583493713,0.26951761324603224
LEVI'S,511 Men Slim Mid Rise Blue Jeans,"1,731",45,https://www.flipkart.com/levi-s-511-slim-men-blue-jeans/p/itm20c75ed25b7dc?pid=JEAGDWFY5GHQHK3C&lid=LSTJEAGDWFY5GHQHK3CBZCKQO&marketplace=FLIPKART&store=clo%2Fvua&srno=b_1_5&otracker=browse&fm=organic&iid=d921acd8-8611-43a1-88a5-0e091abaecd0.JEAGDWFY5GHQHK3C.SEARCH&ppt=None&ppn=None&ssid=5uzfhf9pio0000001684583493713,0.2910691023819054
LEVI'S,511 Men Slim High Rise Blue Jeans,"1,828",42,https://www.flipkart.com/levi-s-511-slim-men-blue-jeans/p/itm217168a43bf6e?pid=JEAGDWYWXKN2HCE4&lid=LSTJEAGDWYWXKN2HCE4YTDPAR&marketplace=FLIPKART&store=clo%2Fvua&srno=b_1_9&otracker=browse&fm=organic&iid=d921acd8-8611-43a1-88a5-0e091abaecd0.JEAGDWYWXKN2HCE4.SEARCH&ppt=None&ppn=None&ssid=5uzfhf9pio0000001684583493713,0.2910691023819054
FUBAR,Men Slim Fit Light Green Cotton Blend Trousers,499,69,https://www.flipkart.com/fubar-slim-fit-men-light-green-trousers/p/itmdbed9ef148d13?pid=TROGYMJFUSZZHM2F&lid=LSTTROGYMJFUSZZHM2F2IIFO9&marketplace=FLIPKART&store=clo%2Fvua&spotlightTagId=BestsellerId_clo%2Fvua&srno=b_1_13&otracker=browse&fm=organic&iid=d921acd8-8611-43a1-88a5-0e091abaecd0.TROGYMJFUSZZHM2F.SEARCH&ppt=None&ppn=None&ssid=5uzfhf9pio0000001684583493713,0.11671773546032795
GYRFALCON,Pack of 2 Self Design Men Multicolor Regular Shorts,339,80,https://www.flipkart.com/gyrfalcon-self-design-men-multicolor-regular-shorts/p/itm80c5932d9a10f?pid=SRTFTFCBRKGYTQEF&lid=LSTSRTFTFCBRKGYTQEF47YPOY&marketplace=FLIPKART&store=clo%2Fvua&srno=b_1_17&otracker=browse&fm=organic&iid=en_7IfJzIbItxOBdGPt163j3U1lc37%2BOYiyIsXrr%2FmAg0dZv%2BgQrKS4EzbKBNnOETSUxLz6kR1d3CwfLEoAcZcl2Q%3D%3D&ppt=None&ppn=None&ssid=5uzfhf9pio0000001684583493713,0.11671773546032795
VeBNoR,"Pack of 2 Men Solid Dark Blue, Grey Track Pants",399,82,https://www.flipkart.com/vebnor-solid-men-dark-blue-grey-track-pants/p/itm3549a320adb9e?pid=TKPGCJZFGHZH8DHD&lid=LSTTKPGCJZFGHZH8DHD9OOWIY&marketplace=FLIPKART&store=clo%2Fvua&srno=b_1_21&otracker=browse&fm=organic&iid=en_7IfJzIbItxOBdGPt163j3U1lc37%2BOYiyIsXrr%2FmAg0epr%2Bbj37I%2BsvNR3JdyiGC%2B0i64rkhdCrtTQcelz9yLUA%3D%3D&ppt=None&ppn=None&ssid=5uzfhf9pio0000001684583493713,0.10964258683453854
Pepe Jeans,Men Tapered Fit Mid Rise Blue Jeans,"1,139",70,https://www.flipkart.com/pepe-jeans-tapered-fit-men-blue/p/itmae0e51d2daeb7?pid=JEAGGG7HZGPGVFWF&lid=LSTJEAGGG7HZGPGVFWFWFDWPN&marketplace=FLIPKART&store=clo%2Fvua&srno=b_1_29&otracker=browse&fm=organic&iid=d921acd8-8611-43a1-88a5-0e091abaecd0.JEAGGG7HZGPGVFWF.SEARCH&ppt=None&ppn=None&ssid=5uzfhf9pio0000001684583493713,0.2910691023819054
HIGHLANDER,Men Regular Mid Rise Dark Blue Jeans,454,65,https://www.flipkart.com/highlander-regular-men-dark-blue-jeans/p/itmfeas9hjnzmwgj?pid=JEAFEBZYQXHNWPE2&lid=LSTJEAFEBZYQXHNWPE2W6IH50&marketplace=FLIPKART&store=clo%2Fvua&spotlightTagId=TrendingId_clo%2Fvua&srno=b_1_33&otracker=browse&fm=organic&iid=d921acd8-8611-43a1-88a5-0e091abaecd0.JEAFEBZYQXHNWPE2.SEARCH&ppt=None&ppn=None&ssid=5uzfhf9pio0000001684583493713,0.2910691023819054
AVOLT,"Pack of 2 Men Solid Black, Blue Track Pants",419,86,https://www.flipkart.com/avolt-solid-men-black-blue-track-pants/p/itmc18357ab9bd36?pid=TKPGBEAJXEZKRHPP&lid=LSTTKPGBEAJXEZKRHPPSPFP6N&marketplace=FLIPKART&store=clo%2Fvua&srno=b_1_37&otracker=browse&fm=organic&iid=en_7IfJzIbItxOBdGPt163j3U1lc37%2BOYiyIsXrr%2FmAg0eanFfL21gU2UnOQJ3ZpdEI025vUsMVAd2Z7N34xnv7KA%3D%3D&ppt=None&ppn=None&ssid=5uzfhf9pio0000001684583493713,0.26951761324603224
KILLER,Men Slim Mid Rise Dark Blue Jeans,"1,380",60,https://www.flipkart.com/killer-slim-men-dark-blue-jeans/p/itme31be71cf59fa?pid=JEAGMGUBPHV4XVTG&lid=LSTJEAGMGUBPHV4XVTG0GP7EV&marketplace=FLIPKART&store=clo%2Fvua&srno=b_2_45&otracker=browse&fm=organic&iid=3ce07846-7844-4d20-a7db-e7186b0f2f2d.JEAGMGUBPHV4XVTG.SEARCH&ppt=None&ppn=None&ssid=xb1r60o2yo0000001684583505136,0.2910691023819054
GYRFALCON,Pack of 2 Men Printed Multicolor Track Pants,409,86,https://www.flipkart.com/gyrfalcon-printed-men-multicolor-track-pants/p/itm1d0b8ae9242ac?pid=TKPFSYNTMXCGZPKH&lid=LSTTKPFSYNTMXCGZPKHZWBANX&marketplace=FLIPKART&store=clo%2Fvua&srno=b_2_49&otracker=browse&fm=organic&iid=3ce07846-7844-4d20-a7db-e7186b0f2f2d.TKPFSYNTMXCGZPKH.SEARCH&ppt=None&ppn=None&ssid=xb1r60o2yo0000001684583505136,0.12536693798731732
LEVI'S,512 Men Slim Fit Grey Cotton Blend Trousers,"1,423",40,https://www.flipkart.com/levi-s-512-slim-fit-men-grey-trousers/p/itmfd0882a079ea5?pid=TROG524M6HRYEZGE&lid=LSTTROG524M6HRYEZGEMR1L90&marketplace=FLIPKART&store=clo%2Fvua&srno=b_2_53&otracker=browse&fm=organic&iid=3ce07846-7844-4d20-a7db-e7186b0f2f2d.TROG524M6HRYEZGE.SEARCH&ppt=None&ppn=None&ssid=xb1r60o2yo0000001684583505136,0.11671773546032795
FUGAZEE,Men Cargos,"1,456",27,https://www.flipkart.com/fugazee-men-cargos/p/itm53925b979c2ce?pid=CRGGDQK4BNHZZPGY&lid=LSTCRGGDQK4BNHZZPGYKYRUXN&marketplace=FLIPKART&store=clo%2Fvua&srno=b_2_61&otracker=browse&fm=organic&iid=en_2VvCMwOsOuJ2zY%2BMWxDvhpBNGOJhzaeBszVyv6VCNGWJoyn7CVO0hJtzwWmtChYMMnysf7HJ5taInaeGuB63nQ%3D%3D&ppt=None&ppn=None&ssid=xb1r60o2yo0000001684583505136,0.2605556710562624
PROVOGUE,Men Slim Fit Grey Cotton Blend Trousers,919,60,https://www.flipkart.com/provogue-slim-fit-men-grey-trousers/p/itmf14cf8002bd70?pid=TROGGZ6YCVHBUMJR&lid=LSTTROGGZ6YCVHBUMJRDTRISM&marketplace=FLIPKART&store=clo%2Fvua&srno=b_2_65&otracker=browse&fm=organic&iid=3ce07846-7844-4d20-a7db-e7186b0f2f2d.TROGGZ6YCVHBUMJR.SEARCH&ppt=None&ppn=None&ssid=xb1r60o2yo0000001684583505136,0.12536693798731732
PROTOCOL,Men Slim Fit Black Pure Cotton Trousers,499,66,https://www.flipkart.com/protocol-slim-fit-men-black-trousers/p/itmfenjrbuekpwtg?pid=TROFENC93HXHVNRF&lid=LSTTROFENC93HXHVNRF4HY804&marketplace=FLIPKART&store=clo%2Fvua&srno=b_2_69&otracker=browse&fm=organic&iid=3ce07846-7844-4d20-a7db-e7186b0f2f2d.TROFENC93HXHVNRF.SEARCH&ppt=None&ppn=None&ssid=xb1r60o2yo0000001684583505136,0.2910691023819054
Adrenex,Color Block Men Multicolor Sports Shorts,219,80,https://www.flipkart.com/adrenex-color-block-men-multicolor-sports-shorts/p/itm0d3726976ed8c?pid=SRTGCV9FYGSCHRZC&lid=LSTSRTGCV9FYGSCHRZC1FDFWS&marketplace=FLIPKART&store=clo%2Fvua&srno=b_2_73&otracker=browse&fm=organic&iid=3ce07846-7844-4d20-a7db-e7186b0f2f2d.SRTGCV9FYGSCHRZC.SEARCH&ppt=None&ppn=None&ssid=xb1r60o2yo0000001684583505136,0.1362763414390864
AVOLT,"Pack of 2 Men Checkered Blue, Black Track Pants",419,86,https://www.flipkart.com/avolt-checkered-men-blue-black-track-pants/p/itm813e22cc13a6f?pid=TKPGBNXURN5CFMF7&lid=LSTTKPGBNXURN5CFMF7PC8WIY&marketplace=FLIPKART&store=clo%2Fvua&srno=b_2_77&otracker=browse&fm=organic&iid=en_2VvCMwOsOuJ2zY%2BMWxDvhpBNGOJhzaeBszVyv6VCNGVTw5SN3EP1XsGgvscXlNVD1ov384r11hDJIseEUxpxlA%3D%3D&ppt=None&ppn=None&ssid=xb1r60o2yo0000001684583505136,0.26951761324603224
U.S. POLO ASSN.,Men Skinny Mid Rise Blue Jeans,"1,049",58,https://www.flipkart.com/u-s-polo-assn-skinny-men-blue-jeans/p/itmd248f145f5dec?pid=JEAGGCXRYFHDJAGD&lid=LSTJEAGGCXRYFHDJAGDCX1O30&marketplace=FLIPKART&store=clo%2Fvua&srno=b_3_85&otracker=browse&fm=organic&iid=ba508d50-004f-4795-ac10-3ccaafb5c0a3.JEAGGCXRYFHDJAGD.SEARCH&ppt=None&ppn=None&ssid=c3lvuvbc5s0000001684583519472,0.31878402175377923
Peter England University,Men Tapered Fit Mid Rise Dark Blue Jeans,899,55,https://www.flipkart.com/peter-england-university-tapered-fit-men-dark-blue-jeans/p/itm6d131d5a82a2a?pid=JEAGDTNJDZUKPUYU&lid=LSTJEAGDTNJDZUKPUYU5G4M0J&marketplace=FLIPKART&store=clo%2Fvua&srno=b_3_89&otracker=browse&fm=organic&iid=ba508d50-004f-4795-ac10-3ccaafb5c0a3.JEAGDTNJDZUKPUYU.SEARCH&ppt=None&ppn=None&ssid=c3lvuvbc5s0000001684583519472,0.26951761324603224
Spykar,Men Super Skinny Mid Rise Black Jeans,"1,458",59,https://www.flipkart.com/spykar-super-skinny-men-black-jeans/p/itm05d05c64a1e00?pid=JEAGMAPFYVNV9RSZ&lid=LSTJEAGMAPFYVNV9RSZHWWARL&marketplace=FLIPKART&store=clo%2Fvua&srno=b_3_93&otracker=browse&fm=organic&iid=ba508d50-004f-4795-ac10-3ccaafb5c0a3.JEAGMAPFYVNV9RSZ.SEARCH&ppt=None&ppn=None&ssid=c3lvuvbc5s0000001684583519472,0.5245910904457137
Vitaan,Solid Men Black Sports Shorts,298,70,https://www.flipkart.com/vitaan-solid-men-black-sports-shorts/p/itm98d644fc7ff91?pid=SRTG9YY2UHXGGUU2&lid=LSTSRTG9YY2UHXGGUU2QY3CW2&marketplace=FLIPKART&store=clo%2Fvua&srno=b_3_97&otracker=browse&fm=organic&iid=en_wxRxl8LEk%2F9NYVhPPgzbZBLZFHAe4WbkB0GySmKexwq%2BBQYi%2BRUdC0Fp4uwm2A2MjWbcfDfah%2BMwu19%2BY9e49w%3D%3D&ppt=None&ppn=None&ssid=c3lvuvbc5s0000001684583519472,0.3563004293331381
Subhashini Garments,Pack of 3 Solid Men Multicolor Bermuda Shorts,363,81,https://www.flipkart.com/subhashini-garments-solid-men-multicolor-bermuda-shorts/p/itm8b65b6cd794ce?pid=SRTG8X84W69WQBGH&lid=LSTSRTG8X84W69WQBGHMVDISC&marketplace=FLIPKART&store=clo%2Fvua&srno=b_3_101&otracker=browse&fm=organic&iid=en_wxRxl8LEk%2F9NYVhPPgzbZBLZFHAe4WbkB0GySmKexwpqoeqpcgqs3RprrA14h%2BqchQ312cU2l2QCItq3mXv7jw%3D%3D&ppt=None&ppn=None&ssid=c3lvuvbc5s0000001684583519472,0.12536693798731732
